sentence|keep
security|False
no data transmission or storage can be guaranteed to be 100 percent secure|False
as a result, although we take reasonable administrative, technical, and physical security measures to protect your personal information, we cannot ensure or warrant the security of any information that we collect and maintain|False
your california privacy rights|False
california law provides california residents with the right to request certain information regarding our disclosure of personal information to third parties for their direct marketing purposes|False
friends of alex askew provides california residents with a cost-free method to opt out of having personal information shared with third parties for their direct marketing purposes|False
if you are a california resident and would like friends of alex askew to refrain from such sharing, please send your opt-out request to contact@alexaskew|False
com|False
please include california privacy rights request as the emails subject line|False
in your request, please include your full name, cell phone number and mailing address|False
childrens privacy|False
friends of alex askew does not knowingly contact or collect personal information via the sites from children under the age of 13 without appropriate parental notice and consent|False
further, the sites are not directed to, or intended to solicit information of any kind from, children under the age of 13|False
if we are informed and confirm that we have unintentionally received personal information from a child under the age of 13, we will delete that information|False
for more information about protecting childrens privacy online, you can visit https://www|False
ftc|False
gov/tips-advice/business-center/privacy-and-security/children%27s-privacy|False
parents who have questions concerning this privacy policy or our practices can contact us at contact@alexaskew|False
location of usage of the sites|False
friends of alex askew is based in the united states and the sites are operated and administered entirely within the united states|False
the sites are directed to users who are u|False
s|False
residents and this privacy policy is intended for them|False
the information we collect is processed and stored in the united states and is therefore governed by u|False
law|False
by accessing or using the sites or otherwise providing information to us, you consent to the processing, transfer and disclosure of information in the united states and other countries as described herein|True
contact us|False
if you have any questions about this privacy policy or our privacy practices, please contact us at contact@alexaskew|False
our website address is: https://www|False
kimtaylorva|False
when visitors leave comments on the site we collect the data shown in the comments form, and also the visitors ip address and browser user agent string to help spam detection|True
if you upload images to the website, you should avoid uploading images with embedded location data (exif gps) included|False
sms opt in|False
by submitting a mobile number you consent to receive text updates|False
if you leave a comment on our site you may opt-in to saving your name, email address and website in cookies|True
articles on this site may include embedded content (e|False
if you leave a comment, the comment and its metadata are retained indefinitely|True
if you have an account on this site, or have left comments, you can request to receive an exported file of the personal data we hold about you, including any data you have provided to us|False
where we send your data|False
visitor comments may be checked through an automated spam detection service|True
this privacy policy explains how information about you is collected, used, and disclosed by bonita anthony for delegate and any affiliates (bonita anthony for delegate, we, or us)|True
if we make changes, we will notify you by revising the date at the top of the policy|False
sometimes, we can give you more notice (such as adding a statement to our homepage or sending you an email notification)|False
we encourage you to review the privacy policy whenever you access the sites to stay informed about our information practices and how you can help protect your privacy|False
we at bonita anthony for delegate may obtain your personal information through three channels: (1) information you provide directly to us; (2) information we collect automatically when you use the sites; and (3) information we obtain from other sources|True
|False
well make sure to get the information you gave us|False
for example, we may collect information when you fill out a form, send us an email, use our services, purchase merchandise, sign up to receive updates, request info, enter contests or sweepstakes, submit survey responses, make a donation, share a story, submit content, communicate with us via third-party social media sites, or otherwise communicate with us (via the sites or otherwise)|True
the information we collect may include your name, contact information (e|True
, email, phone number, and address), payment information, and other contact or identifying information about yourself or others you choose to provide or authorize to collect|True
you are responsible for providing a copy of this privacy policy to anyone whose contact or identifying information you share|False
log information: we log information about your use of the sites, including the type of browser you use, access times, pages viewed, your ip address, and the page you visited before navigating to our site|True
device information: we may collect information about the computer or mobile device you use to access our site, including the hardware model, operating system and version, device identifiers, and mobile network information|True
we also collect information from your device that you authorize us to collect, such as your contacts, to provide the functionality that allows you to share messages with your contacts|True
transactional information: if you make a donation or purchase, we may collect information about the transaction, such as donation amount, purchase price, product details, and the date and location of the transaction|True
this may include cookies on your computer or mobile device that uniquely identify your browser or device|False
web beacons are electronic images that may be used in our sites or emails and help deliver cookies, count visits, understand usage and campaign effectiveness and determine whether an email has been opened and acted upon|True
for more information about cookies and how to disable them, please see your choices below|False
we can also obtain information from other sources and combine it with information that you provide and that we collect through our sites|False
for example, we may receive voter file data from state parties, other democratic organizations, publicly available sources, and private organizations|True
we may also receive information from a social media site if you connect to our sites or us through that site|True
provide, maintain, and improve our sites and send you confirmations, receipts, technical notices, updates, security alerts, and support and administrative messages;|False
respond to your emails, submissions, comments, questions, and requests; provide customer service, ask you to respond to a survey, request feedback, and otherwise contact you about your use of the sites;|False
help connect you with other supporters and solicit volunteers, donations, and support for bonita anthony for delegate and for other candidates, issues, and organizations that we support;|False
remind you to vote and register to vote and assist you in finding your registration information, polling location, and campaign events near you;|False
monitor and analyze trends, usage, and activities in connection with our sites;|False
personalize and improve the sites and provide advertisements, content, or features that match user profiles or interests or that are based on the information you provide or the actions you take;|False
detect, prevent, and respond to fraudulent transactions, abuse, security issues, and other illegal activities and protect the rights and property of bonita anthony for delegate, users of our sites, and others, including by enforcing our terms & conditions; and|False
with vendors, consultants, and other service providers or volunteers who need access to such information to carry out work on our behalf;|True
with candidates, organizations, campaigns, groups, or causes that we believe have similar political viewpoints, principles, or objectives or share similar goals and with organizations that facilitate communications and information sharing among such groups;|True
subject to applicable contractual or legal restrictions in connection with the sale or exchange of your information and related data to a broker or other non-profit or for-profit entity;|False
to report required information to the state board of elections, including name, mailing address, occupation, and name of employers of individuals whose contributions exceed $100|True
01 in a calendar year;|False
with current and future affiliates, a term that includes organizations, entities, and companies that control, are controlled by, or are under common control with, bonita anthony for delegate;|True
when we believe in good faith that we are lawfully authorized or required to do so or that doing so is reasonably necessary or appropriate to comply with the law or legal processes or respond to lawful requests, claims, or legal authorities, including responding to lawful subpoenas, warrants, or court orders, or lawful requests by public authorities to meet national security or law enforcement requirements;|True
when we believe in good faith that disclosure is necessary to protect or defend our rights, protect the safety and security of bonita anthony for delegate, users of our sites or others, or to investigate suspected fraud, abuse, security issues, and other illegal activities;|True
if we believe your actions are inconsistent with the spirit or language of our user agreements or policies or to protect the rights, property, and safety of bonita anthony for delegate, its employees, volunteers, constituents, or others;|False
in connection with, or during negotiations of, any reorganization, formation of a new committee or successor organization, asset sale or transfer, financing or lending transaction, or in any other situation where personal information may be disclosed or transferred as one of the assets of bonita anthony for delegate; and|True
the sites may make third-party information, advertisements, promotions, and other content available on or through the sites (third-party content)|True
these third-party products and services and third-party content are not controlled by bonita anthony for delegate, and bonita anthony for delegate is not responsible for the security or privacy of any personal information you share with them|True
if you use third-party products and services, those third parties collection, use, and disclosure of your information will not be subject to this privacy policy; rather, it will be subject to their privacy policies and terms|False
please exercise caution and review the applicable privacy policies of any third-party product and service, including those you use in connection with the sites, before providing them with your personal information|False
the sites may offer social sharing features and other integrated tools (such as the facebook like button), which let you share your actions on our sites with other media, and vice versa|False
using such features enables sharing information with your friends or the public, depending on the settings you establish with the entity that provides the social sharing feature|False
for more information about the purpose and scope of data collection and processing in connection with social sharing features, please visit the entities privacy policies|False
third parties that provide content or functionality on the sites or provide us analytics and advertising services|False
we may collect or receive information about your use of the sites and other websites or mobile applications, including through cookies and web beacons, and similar technologies|True
this information may include, for example, your ip address, browser, device information, pages viewed, time spent on pages, links clicked, and conversion information|True
this information may be combined with information collected across different websites, online services, and linked or associated devices to, among other things, analyze and track data, determine the popularity of certain content, deliver advertising and content targeted to your interests, and better understand your online activity|True
for example, this information may allow us to advertise on other websites you visit and other applications you use|False
for more information about internet-based ads or to opt out of receiving targeted advertising from participating companies, please visit the industry opt-out pages operated by the daa, at http://www|False
you can usually set your browser to remove or reject browser cookies|False
removing or rejecting browser cookies does not necessarily affect third-party flash cookies that may be used in connection with our sites|False
to delete or disable flash cookies, please visit www|False
please just repeat this process using another computer or browser if you dont or delete cookies|False
please keep in mind that if you choose to remove or reject cookies, this could affect the availability and functionality of our site|False
no standard governs what, if anything, websites and online services should do when they receive these signals|False
|False
if and when a response standard is established, we may revisit our policy on responding to these signals|False
opt-out requests may take effect after a reasonable time to receive, process, and apply|False
during this time, your information will remain subject to your prior privacy settings|False
also, please keep in mind that (unless required by applicable law) we may be unable to retrieve or rescind any information provided to third parties before you opt out|True
we can send push notifications or alerts to your mobile device with your consent|False
you can deactivate these messages by changing the notification settings on your mobile device|False
recipients of text messages may opt out of receiving them by replying stop or opt-out to the mobile message sent by bonita anthony for delegate|False
as a result, although we take reasonable administrative, technical, and physical security measures to protect your personal information, we cannot ensure or warrant the security of any information we collect and maintain|False
california law provides california residents the right to request certain information regarding our disclosure of personal information to third parties for their direct marketing purposes|True
bonita anthony for delegate provides california residents with a cost-free method to opt out of having personal information shared with third parties for their direct marketing purposes|True
if you are a california resident and would like bonita anthony for delegate to refrain from such sharing, please send your opt-out request to info@bonitaforva|False
please include your full name, cell phone number, and mailing address in your request|False
bonita anthony for delegate does not knowingly contact or collect personal information via the sites from children under 13 without appropriate parental notice and consent|False
further, the sites are not directed to or intended to solicit information from children under 13|False
if we are informed and confirm that we have unintentionally received personal information from a child under 13, we will delete that information|False
for more information about protecting childrens privacy online, visit https://www|False
parents with questions concerning this privacy policy or our practices can contact us at info@bonitaforva|False
bonita anthony for delegate is based in the united states, and the sites are operated and administered entirely within the united states|False
residents, and this privacy policy is intended for them|False
by accessing or using the sites or otherwise providing information to us, you consent to the processing, transferring, and disclosing information in the united states and other countries as described herein|False
if you have any questions about this privacy policy or our privacy practices, please contact us at info@bonitaforva|False
this privacy policy explains how the kathy for delegate campaign (we or us) collects, uses, and discloses information about you when you access or use our websites and other online services that link to this privacy policy (collectively, services), or otherwise interact with us|False
we may update this privacy policy from time to time|False
we encourage you to review this privacy policy whenever you access or use the services or otherwise interact with us to make sure that you stay informed about our information practices and the choices available to you|False
what information do we collect?|False
information you provide to us|False
for example, we collect information when you make a donation, make a purchase from our online store, participate in any interactive areas or features of the services, sign up to receive email updates or other notifications (such as text message alerts), use the voter registration or assistance tools available through the services, fill out a form, apply for a job or an internship, participate in a survey, contest or other promotion, communicate with us via third-party social media sites, or otherwise communicate with us|True
the types of information we may collect include your name, email address, postal address, phone number, credit card and other payment information, and any other information you choose to provide|True
in addition, note that the necessary state agencies may require us to collect and publicly report certain information from donors|False
other information we collect when you use our services|False
when you access or use the services, we automatically collect certain information about you, including:|False
information collected by cookies and similar tracking technologies: we (and our service providers) use various technologies to collect information, including cookies and web beacons|True
cookies are small data files stored on your hard drive or in device memory that, among other things, help us to improve the services and your experience, see which areas or features of the services are popular, and count visits to the services|True
for more information about cookies and how to disable them, please see the your choices section of this privacy policy below|False
web beacons are small electronic images that may be used on the services or in emails and that help to deliver cookies, count visits to the services, monitor user activity on the services, and understand usage and campaign effectiveness|True
information we collect from other sources|False
we may obtain information from other sources and combine it with information we collect through the services|False
for example, if you make a donation to a third-party website, such as actblue, for our benefit or if you sign up to host or volunteer for an event associated with the kathy for delegate campaign via a third-party website, such as mobilizeamerica, we will obtain certain information about you from the third party that operates that website|True
how do we use the information we collect?|False
we use information we collect for the following purposes:|False
to provide, maintain, and improve the services;|False
to provide you with services, products, or information you request, and to send you related information, such as notifications and confirmations;|False
to send you technical notices, updates, security alerts, and support and administrative messages;|False
to respond to your emails, submissions, comments, questions, and requests, and to provide customer service;|False
to request feedback, and to otherwise contact you about your use of the services;|False
to send you newsletters, and to otherwise provide you with news and information that we think will be of interest to you, such as sending you information to keep you informed about various campaigns, candidates, issues, events, resources, promotions, contests, products, and services;|False
to help connect you with other supporters, and to solicit volunteers, donations, and support for the kathy for delegate campaigns and for candidates, issues, events, and organizations that we support;|True
to remind you to send in your voter registration form and to vote, and to assist you in finding your voter registration information and polling location;|False
to contact you if additional information is necessary under federal election laws or other applicable laws;|False
to monitor and analyze trends, usage, and activities in connection with the services;|False
to serve advertisements, on the services or on other websites or media, based on the information you provide and the actions you take while using the services;|True
to notify and contact survey, contest, or sweepstakes participants; and|False
to carry out any other purpose for which the information was collected|False
note that, if you use the voter assistance tools available through the services (such as through our website, www|False
iwillvote|False
com) and provide your name, email address, zip code and phone number to, e|True
, check to see if you are registered to vote, to register to vote or to commit to vote, we will add your name, email address, zip code and phone number to our supporter database and may use such information for the purposes indicated in this section above|True
please note that, if you complete a voter registration form through the services, any information that you provide solely on such voter registration form is deleted (and not retained by us) after such form is either (a) provided to you for submission to the state in which you are a resident and are registering to vote or (b) submitted to your state directly through the services|False
what information do we share with third parties?|False
with vendors, consultants, and other service providers or volunteers who are engaged by or working with us and who need access to such information to carry out work or to perform services on our behalf;|True
with candidates, organizations, groups, or causes that we believe have similar political viewpoints, principles, or objectives;|True
to report required information to the necessary state agencies;|True
when you give us your consent to do so, including when we notify you on the services that the information you provide will be shared in a particular manner and you provide such information;|True
when we believe in good faith that we are lawfully authorized or required to do so or that doing so is reasonably necessary or appropriate to comply with applicable laws or legal processes or to respond to lawful requests, claims, or legal authorities, including responding to lawful subpoenas, warrants, or court orders;|False
when we believe in good faith that doing so is reasonably necessary or appropriate to respond to claims or to protect the rights, property, or safety of the kathy for delegate campaign, our users, our employees, our volunteers, copyright owners, third parties or the public, including to protect such parties from fraudulent, abusive, inappropriate, or unlawful activity or use of the services; and|False
in connection with, or during negotiations of, any merger, reorganization, acquisition, asset sale, financing or lending transaction, or in any other situation where information may be disclosed or transferred as one of the assets of the kathy for delegate campaign|True
we also may share aggregated or de-identified information with third parties that cannot reasonably be used by such third parties to identify you|True
what information may be shared in connection with social sharing features of the services?|False
the services offer certain social sharing features and other integrated tools (such as the facebook like button), which let you share actions you take on the services with other media|False
your use of such features and tools enables the sharing of certain information with your friends or with the public, depending on the settings you establish with the thirty party that provides the social sharing features and other integrated tools|False
for more information about the purpose and scope of data collection and processing in connection with the social sharing features and other integrated tools, please review the privacy policies of the third parties that provide such features and tools|False
other websites linked to our services|False
the services may contain links to other websites|False
for example, the services may link to a third-party website, such as act blue, to enable donations or to a third-party website, such as mobilizeamerica, to help organize volunteers for our benefit|False
any information you provide on websites that are operated by a third party and linked to the services is provided directly to the third party that operates such website and is subject to that third partys privacy policy|False
this privacy policy does not apply to such websites, and we are not responsible for the information practices or policies of the third parties that operate such websites|False
before providing information on any website that is operated by a third party and linked to the services, we encourage you to review the privacy policy of the third party that operates such website and to learn more about the information practices and policies of such third party|False
advertising and analytics services provided by others|False
we may allow others to provide analytics services and to serve advertisements on our behalf|False
these entities may use cookies, web beacons, device identifiers, and other technologies to collect information about your use of the services and other websites, including your ip address, web browser, mobile network information, pages viewed, time spent on pages, links clicked, and conversion information|True
this information may be used by the kathy for delegate campaign and others to, among other things, analyze and track data, determine the popularity of certain content, deliver advertising and content targeted to your interests, and better understand your online activity|False
for more information about interest-based ads, or to opt out of having your web browsing information used for behavioral advertising purposes, please visit www|False
info/choices|False
in addition, your device may include a feature (such as limit ad tracking on ios or opt out of interest-based ads or opt out of ads personalization on android) that allows you to opt out of having information collected through certain device applications used for targeted advertising purposes|False
your choices|False
please note that if you choose to remove or reject browser cookies, such removal or rejection could affect the availability and functionality of the services|False
you may opt out of receiving promotional communications (such as text messages, email updates, and newsletters) from the kathy or delegate campaign by following the instructions in those communications|False
please note that we may still send you other types of non-promotional communications, such as those about your use of the services or any of your donations, transactions, or activities related to the services|False
questions?|False
if you have any questions about this privacy policy, please contact us at info@kathyfordelegate|False
text messaging opt-in data, consent and related collected personal information will not be shared with or sold to any third parties, unless required by law|False
travis nembhard is running for virginia delegate district 22|False
if you request a password reset, your ip address will be included in the reset email|True
our website address is: https://jayleftwich|False
com/|False
we are committed to providing the highest level of protection for your online privacy and security|False
as you explore our website, we encourage you to provide us with information about yourself, so we can contact you with the latest news about ellen campbell for delegate|False
however, you will always be able to decide how much, if any, personal information youd like to provide|False
and you will always be able to unsubscribe from our email database quickly and easily through the link provided at the bottom of every email that we send|False
we use cookies to personalize and enhance the interactivity of campbellfordelegate|True
com and to make sure you have the best possible experience online|False
a cookie is a very small text file that is placed on your hard drive|False
cookies do not contain any personal information about you|False
you can opt-out of our use of cookies by disabling cookies on your browser|False
finally, we reserve the right to change our privacy policy at any time|False
we encourage you to check this page occasionally for the most current information|False
welcome to the website of chris obenshain for delegate|False
we know your online privacy is important to you, and we want you to know how we may collect, use, disclose, or store personal information on this website (website)|False
personal information is your name, contact information, and other data associated with your name or contact information|True
this privacy policy applies to chris obenshain for delegate online collection of personal information via this website|False
please note that this policy does not govern chris obenshain for delegate offline collection of personal information or collection of personal information, online or offline, by chris obenshain for delegate affiliates, or any other entity, unless otherwise specifically stated|False
this policy does not apply to chris obenshain for delegates presence on a third-party social networking site or any mobile applications not offered for download on this website|False
please see the privacy statements at those locations to learn how your information will be handled|False
personal information|False
we collect the personal information you provide us when you request information, register with our website, make postings to our website using a registered account, volunteer personal information in a survey, communicate with us via email, or otherwise contact us|True
chris obenshain for delegate uses such information to provide you service, improve its offerings, and advance its mission|False
|False
we may share your personal information with our service providers and affiliates, as well as other organizations that share our views|True
we may make this information available to other third parties|False
we will disclose personal information if required by law and may share it in order to protect the legal rights, property, or safety of us or third parties|True
we also will disclose personal information to any new or successor entity should chris obenshain for delegate be reorganized, acquired, or merged with another entity, in whole or in part|True
cookies and similar technologies|False
like many websites, this website may use cookies, image tags, and similar technologies|True
a cookie is a small text file containing a unique identification number that is stored on your computer|False
image tags (also called web beacons, web bugs, clear gifs, or single-pixel gifs), which work in conjunction with cookies, are small image files that may be located on select pages of our website or within web-based emails that we may send|True
we may also collect your ip address and other information that your browser makes available as a function of visiting our website|True
we use these technologies to learn how our site is used, save your preferences, and improve the performance and offerings of our website|False
these technologies do not collect personal information, as they do not include your name or contact information|False
we may share information collected via these technologies to improve our offerings, to advance our mission, or for other purposes|True
email, mail, and telephone communications|False
if you decide you no longer wish to receive periodic mailings, telephone contacts, or emails from us and like-minded organizations, please let us know by following the instructions you can find on this website or in the mailings themselves|False
for example, should you wish to opt-out from emails, you may follow the instructions in the email on how to unsubscribe from such mailings|False
we do not knowingly contact or collect personal information from children under 13, and our site is not intended to solicit information of any kind from children under 13|False
when a user discloses personal information on the website, he or she is representing his or her age as at least 13 years|False
if we are informed that we have unintentionally received personal information from a child under 13, we will delete that information|False
third-party links|False
this website may include links to online offerings provided by third parties that chris obenshain for delegate does not own or control|False
|False
this privacy policy does not apply to those third-party offerings|False
we encourage you to visit any privacy statement available at those locations to learn how your personal information may be collected and used|False
chris obenshain for delegate has taken steps designed to protect the loss, misuse, or alteration of your personal information|False
please note that personal information sent over an unsecured internet connection could be obtained by third parties|False
updates to privacy policy|False
from time to time, we may use customer information for new, unanticipated uses not previously disclosed in our privacy policy|False
if our information practices change materially at some time in the future, we will post an updated policy to our website|False
contact|False
if you have questions concerning this privacy policy and/or the website, please contact:|False
friends of chris obenshain|False
po box 10041 blacksburg va 24060|False
effective date: february 24, 2023|False
we understand the importance of protecting your personal information|False
this privacy policy describes how we collect, use, and disclose your personal information when you use our website|False
by using our website, you consent to the collection and use of your personal information as described in this privacy policy|False
collection of personal information|False
when you visit our website, we may collect certain personal information from you, including your name, email address, phone number, and other contact information|True
we may also collect other information about your usage of our website, such as your ip address, browser type, and operating system|True
use of personal information|False
we may use your personal information to:|False
provide and improve our website and services|False
respond to your inquiries and requests|False
communicate with you about our services, promotions, and events|False
personalize your experience on our website|False
analyze and monitor usage of our website|False
comply with legal obligations|False
disclosure of personal information|True
your data will not be sold and will not be used for lead generation or affiliate marketing|False
we may disclose your personal information to third-party service providers who assist us in providing our services, such as hosting providers, payment processors, and analytics providers|True
we may also disclose your personal information if required by law or to protect our legal rights|False
cookies and other tracking technologies|True
we may use cookies and other tracking technologies to collect information about your usage of our website and to personalize your experience|True
you can choose to accept or decline cookies|False
if you decline cookies, some features of our website may not be available to you|False
security of personal information|False
we take reasonable measures to protect your personal information from unauthorized access, disclosure, and use|False
however, no security measures are perfect, and we cannot guarantee the security of your personal information|False
children's privacy|False
our website is not intended for children under the age of 13, and we do not knowingly collect personal information from children under the age of 13|False
if we become aware that we have collected personal information from a child under the age of 13, we will take steps to delete the information as soon as possible|False
changes to this privacy policy|False
we may update this privacy policy from time to time by posting a new version on our website|False
we encourage you to review this privacy policy periodically|False
our website address is: https://ballardfordelegate|False
what personal data we collect and why we collect it|False
contact forms|True
analytics|True
your contact information|True
|False
additional information|True
how we protect your data|False
what data breach procedures we have in place|False
what third parties we receive data from|False
what automated decision making and/or profiling we do with user data|False
industry regulatory disclosure requirements|False
overview|False
if you feel that this organization is not abiding by its posted privacy policy, you should first contact our webmaster via our contact webpage|False
information collection and use|False
vivan watts is the sole owner of the information collected on this site|False
we will not sell, share, or rent this information to others in ways different from what is disclosed in this statement|False
vivan watts collects information from our users at several different points on our website|False
registration, literature request, feedback and contact forms|True
some portions of the vivan watts website may request that a user complete a contact form|True
optional demographic information may also be collected|True
a user has the option to submit a question or concern via the website using a customer service / contact form|False
the user is required to provide name and email address and contact information so that we can answer their question or request|True
a cookie is a piece of data stored on the users machine containing information about the user|True
by having our site set a cookie the user would not have to enter their personal information more than once, thereby saving time while on our site|False
if a user rejects the cookie, they may still use our site|False
the only drawback to this is that the user will be limited in some areas of our site; for example, the user will not receive personalized service|False
cookies also enable us to track and target the interests of our users to enhance their experience on our site|False
log files|False
we use ip addresses to analyze trends, administer the site, track users movement, and gather broad demographic information for aggregate use|True
log files capture the cookie id and ip address but are not linked in the web traffic analysis|True
sharing|False
we will share aggregated demographic information with our partners|True
this is not linked to any personal information that can identify any individual person|False
we partner with other parties to provide specific web related services|False
when the user uses these services on our website, we will only share names, or other information that is necessary for the third party to provide the service|True
services include online surveys, search, dealer locators, contact or customer service forms|False
these parties are not allowed to use personally identifiable information except for the purpose of providing the requested services|False
links|False
this website contains links to other sites|False
please be aware that we are not responsible for the privacy practices of such other sites|False
we encourage our users to be aware when they leave our site and to read the privacy statements of each and every website that collects personally identifiable information|False
this privacy statement applies solely to information collected by the website listed in the first paragraph of this policy document|False
our website address is philscottva|False
this privacy policy governs how friends of phillip scott collects, uses, retains, and discloses data collected on philscottva|False
com (hereafter called the website or site)|False
|False
this policy applies to the website, products, and services offered by friends of phillip scott|False
what data we collect|False
when visitors leave comments on the site, we collect the comment data, the visitors internet protocol (ip) address, and the browser user agent string|True
this data helps to detect spam|False
we also collect the date and time the visitor accessed the site|True
we use this information to help determine the number of visitors to the site and to ensure site functionality|False
this information is not used to identify individuals, except for site security or legal purposes|False
unless you choose to provide personally identifiable information (pii), we do not collect it|False
other data we collect|False
if you choose to provide pii, we will collect and may retain your name, address, email, phone number, and other information you provide|True
this information is used to fulfill your request and provide you with additional information if needed|False
you may opt-out of future communications by writing us at info@philscottva|False
we may share your information with third parties as needed|True
if you request information or services, we may disclose your information to third parties to fulfill your request|True
we will honor your request if you specify that you do not want us to disclose data to third parties|False
however, if you do not provide this information, it may be impossible to fulfill your request|False
data required by law enforcement will be provided to them|True
your data rights|False
if you leave comments or information on the site, you can request an exported file of your data|False
you can also request to have your personal data erased|False
however, this does not include any data we are obliged to keep for administrative, legal, or security purposes|False
how long we retain data|False
information visitors may be kept indefinitely|False
if you upload images to the website, you should avoid uploading images with embedded location data included|True
visitors to the site can download and extract location data from images on the website|False
contact forms and cookies|False
our website uses cookies to enhance the user experience|False
typically, your browser collects cookies, but you may disable cookies or be alerted when cookies are kept|True
some parts of our website may not function properly if you do so|False
google analytics|False
we use google analytics to gather site data|False
google analytics collects how often users visit the site, what pages they visit when they visit, and what other sites they visited before navigating to our site|False
we use this information to improve the site|False
google analytics collects your ip address when you visit the site but not your pii|True
we do not combine google analytics data with pii|False
google analytics puts a cookie on your browser to identify you as a unique user when you visit the site|True
this cookie can only be used by google|False
googles ability to use and share your information when you visit the site is restricted by google analytics terms of use and privacy policy|False
you can prevent google from recognizing you on this site by disabling cookies in your browser|False
links to other websites|False
our website contains links to other websites|False
information you provide on linked sites is provided directly to that party and is subject to their privacy policy|False
this policy does not apply to linked sites|False
we are not responsible for the content or security of other sites|False
we use industry-standard safeguards to protect your information from loss, theft, misuse, disclosure, alteration, and destruction|False
however, please be aware that, despite reasonable efforts, no security measures are perfect|False
no method of data transmission can be guaranteed against interception or other potential types of misuse|False
all sensitive informationsuch as credit card datais encrypted and transmitted securely|False
